ISBN,Publisher,Book_Title,Book_Author,First_Publish_Year,Edition_Count,Book_Age,Edition_Count_Category,Total_Reviews,No_of_Pages,Book_Length_Category,Popularity_Score,Book_Price,Bestseller
0066212693,William Morrow,Good Girls Gone Bad,Jillian Medoff,2002,4,23,Low,252,722,Long,152.79999999999998,50.1,1
1892051176,Guinness World Records Ltd.,Guinness World Records 2003 (Guinness World Records),Claire Folkard,2002,2,23,Low,175,921,Long,105.8,56.05,1
0877201358,Amsco School Pubns Inc,La Gran Aventura de Alejandro (R 576 P),Abby Kanter,1994,1,31,Low,225,970,Long,135.4,58.5,1
1559362324,Theatre Communications Group,Anna in the Tropics,Nilo Cruz,2003,5,22,Low,90,504,Long,56.0,43.2,1
0892967544,Mysterious Press,First Degree,David Rosenfelt,2003,9,24,Medium,163,267,Medium,101.4,33.35,1
0060555653,Amistad,The Polished Hoe,Austin Clarke,2003,8,21,Medium,420,119,Short,255.2,19.95,1
0553802496,Bantam,Odd Thomas,Dean Koontz,2003,33,22,High,880,871,Long,541.2,63.55,1
0060193883,HarperCollins,A Bloodhound to Die For,Virginia Lanier,2003,3,22,Low,336,287,Medium,202.8,26.35,1
0060005556,HarperCollins,"Last to Die (Grippando, James)",James Grippando,2003,1,22,Low,650,156,Short,390.4,27.8,1
0399145664,Putnam Pub Group,Family Honor,Robert B. Parker,1999,4,26,Low,760,119,Short,457.6,21.95,1
1594082316,Cork Hill Press,New England Interlude,Maria Elena Morgan,2003,2,22,Low,990,218,Medium,594.8,30.9,1
0609807420,Three Rivers Press (CA),The Business Plan for the Body,Jim Karas,2001,5,24,Low,148,682,Long,90.8,42.1,1
1567185711,Llewellyn Pubns,Liquid Dreams of Vampires,Martin V. Riccardo,1996,1,29,Low,480,615,Long,288.4,40.75,1
0380769158,Harpercollins,History's Last Stand,Gerard Del Re,1993,1,32,Low,84,599,Long,50.8,43.95,1
0192713434,Oxford University Press,The first summer year,Ian Kellam,1972,3,53,Low,256,999,Long,154.79999999999998,65.95,1
0006514588,HarperCollins,Three wise men,Martina Devlin,2000,1,27,Low,166,967,Long,100.0,62.35,1
0440214858,Dell Publishing Company,Hot Money (Molly Dewitt Romantic Mystery),Sherryl Woods,1993,1,30,Low,416,882,Long,249.2,60.1,1
0963784617,Hannover House USA,Quietus,Vivian Schilling,2002,6,23,Medium,272,505,Long,165.6,41.25,1
0836251822,Andrews McMeel Publishing,"I'M Not Anti-Business, I'M Anti-Idiot-Dilbert",Scott Adams,1998,2,27,Low,220,208,Medium,132.8,30.4,1
0060278250,Eos,Abhorsen (The Abhorsen Trilogy),Garth Nix,2003,6,22,Medium,684,967,Long,412.8,66.35,1
0060278234,HarperCollins,Lirael: Daughter of the Clayr,Garth Nix,2001,29,24,High,243,803,Long,157.39999999999998,58.150000000000006,1
0297778536,Weidenfeld and Nicolson,The further letters of Henry Root,Henry Root,1980,1,45,Low,245,839,Long,147.4,51.95,1
0743439791,Simon Pulse,The Night I Disappeared,Julie Reece Deaver,2002,3,23,Low,408,282,Medium,246.0,30.1,1
067144901X,Little Simon,Moo Baa La La La,Sandra Boynton,1982,10,43,Medium,455,212,Medium,277.0,24.6,1
0953881024,Bridge of Love Publications UK,Alice in Wonderland and the World Trade Center Disaster,David Icke,2002,1,23,Low,612,862,Long,367.6,61.1,1
0786706953,Carroll &amp; Graf Publishers,The Mammoth Book of Heroic &amp; Outrageous Women (Mammoth Book),Gemma Alexander,1999,1,26,Low,395,575,Long,237.4,38.75,1
0688149626,William Morrow &amp; Company,High Crimes,Joseph Finder,1998,19,25,Medium,359,894,Long,223.0,60.7,1
0399145923,Putnam Pub Group,Carolina Moon,Nora Roberts,2000,34,25,High,496,402,Medium,311.2,36.1,1
3442545544,Goldmann,Mein deutsches Dschungelbuch.,Wladimir Kaminer,2003,2,22,Low,474,912,Long,285.2,57.6,1
3548252443,Ullstein Tb,Chocolat. Das Buch zum Film.,Joanne Harris,2001,2,24,Low,588,297,Medium,353.6,28.85,1
0679403612,Random House Inc,Saint Maybe,Anne Tyler,1991,25,34,High,162,498,Medium,107.2,42.900000000000006,1
1931081743,Subterranean Press,Colonel Rutherford's Colt,Lucius Shepard,2003,2,22,Low,280,658,Long,168.8,46.9,1
3401045660,Arena,Der kleine Lord.,Frances Hodgson Burnett,1995,6,30,Medium,245,177,Short,149.4,18.85,1
0440223547,Dell,"To Dream in the City of Sorrows (Babylon 5, Book 9)",Kathryn M. Drennan,1997,1,28,Low,135,970,Long,81.4,66.5,1
0736905324,Harvest House Publishers,The Power of a Praying Husband,Stormie Omartian,2001,4,24,Low,420,499,Medium,253.6,34.95,1
0966723724,"Banta &amp; Pool Literary Properties, LLC","Simplicity, Poetry and Photography",Kirby Record,2002,1,23,Low,52,936,Long,31.6,54.8,1
0875730701,Jain Publishing Company,The Meat-Lover's Vegetarian Cookbook,Steven Ferry,1997,1,28,Low,440,604,Long,264.4,40.2,1
0972208607,Light Works Pub,Why the Weight? Dare To Be Great!,Jean Krueger,2002,1,23,Low,75,599,Long,45.4,39.95,1
0971971501,TurkeyFoot Press,Around in Circles,Donald W. Hayward,2002,1,24,Low,452,719,Long,271.2,51.95,1
0679460381,Random House Audio,Violin,Anne Rice,1997,21,28,High,525,870,Long,323.4,57.5,1
0679444815,Alfred A. Knopf,Timeline,Michael Crichton,1999,64,26,High,440,718,Long,289.6,45.9,1
037540435X,Random House Audio,Timeline,Michael Crichton,1999,64,26,High,840,724,Long,529.6,56.2,1
0399145796,Putnam Pub Group,All Tomorrow's Parties,William Gibson,1999,21,26,High,136,961,Long,90.0,64.05000000000001,1
0840757239,Thomas Nelson Inc,Three Steps Forward Two Steps Back,Charles R. Swindoll,1980,4,45,Low,424,948,Long,256.0,63.400000000000006,1
1575668475,Kensington Publishing Corporation,Uncle Max,Chris Kenry,2002,12,23,Medium,474,662,Long,289.2,45.1,1
0553570870,Starfire,Telling Christina Goodbye,Lurlene McDaniel,2002,1,23,Low,168,448,Medium,101.2,38.400000000000006,1
3492256341,Piper,Im Interesse der Nation. Ein Coq- Rouge- Thriller.,Jan Guillou,1994,1,33,Low,47,113,Short,28.6,15.65,0
0953327523,I.M.P. Fiction,Nalda Said,Stuart David,2000,2,25,Low,792,173,Short,476.0,24.65,1
1896764096,Second Story Press,Girl Who Hated Books(the),Manjusha Pawagi,1998,1,27,Low,230,803,Long,138.4,60.150000000000006,1
0689832923,Meadowbrook,What Do You Know About Manners?,Cynthia MacGregor,2000,1,26,Low,759,350,Medium,455.8,37.5,1
0590640860,Scholastic,National Audubon First Field Guide: Night Sky (National Audubon Society First Field Guide),Gary Mechler,1999,1,26,Low,423,455,Medium,254.2,40.75,1
0525946284,Dutton Books,Jackdaws,Ken Follett,2001,32,24,High,460,681,Long,288.8,54.05,1
0440403782,Yearling Books,Voices After Midnight,Richard Peck,1990,3,35,Low,180,701,Long,109.2,53.05,1
0312168748,St. Martin's Press,James Herriot's Animal Stories,James Herriot,1997,6,28,Medium,774,359,Medium,466.8,35.95,1
1559274581,Audio Renaissance,James Herriot's Animal Stories,James Herriot,1997,6,27,Medium,39,713,Long,25.8,49.65,0
0843952008,Leisure Books,Fears Unnamed,Tim Lebbon,2004,2,21,Low,294,842,Long,177.20000000000002,56.1,1
0385422938,Doubleday Books,Shot in the Heart,Mikal Gilmore,1994,4,31,Low,171,891,Long,104.2,62.55,1
0888012055,Turnstone Press,Summer of My Amazing Luck,Miriam Toews,1996,8,29,Medium,98,412,Medium,62.0,34.6,1
0773759697,Stoddart,A Boy of Good Breeding,Miriam Toews,1998,14,27,Medium,224,711,Long,140.0,49.55,1
0671041657,Simon Spotlight Entertainment,Whispers from the Past,Rosalind Noonan,2000,1,25,Low,190,937,Long,114.4,66.85,1
0679412956,Alfred A. Knopf,Lasher,Anne Rice,1993,32,32,High,392,927,Long,248.0,62.35,1
8804501596,Distribooks Inc,Il Momento E Catartico,Oreglio Flavio,2002,1,23,Low,444,668,Long,266.79999999999995,45.4,1
067931041X,McClelland &amp; Stewart Ltd,The Dominion of Wyley McFadden,Scott Gardiner,2000,2,25,Low,182,763,Long,110.0,52.15,1
0553102346,Bantam,Deception on His Mind,Elizabeth George,1997,7,28,Medium,546,319,Medium,330.4,29.950000000000003,1
0399146504,G. P. Putnam's Sons,The Devil's Code,John Sandford,2000,14,27,Medium,529,311,Medium,323.0,29.55,1
0749425628,Kogan Page,How to Be Better at Managing Change (How to Be Better Series),David Hussey,1998,1,27,Low,588,947,Long,353.2,61.35,1
0373226918,Harlequin,The Bride's Rescuer,Charlotte Douglas,2002,1,23,Low,108,499,Medium,65.2,36.95,1
0671684027,Star Trek,Metamorphosis (Star Trek: The Next Generation),Jean Lorrah,1990,3,33,Low,352,290,Medium,212.4,30.5,1
0671701304,Star Trek,"GULLIVERS FUGITIVES STAR TREK NEXT GENERATION #11 (Star Trek : the Next Generation, No 11)",Keith Sharee,1990,10,33,Medium,750,763,Long,454.0,56.15,1
0312954115,St. Martin's Press,The Cheapskate Monthly Money Makeover,Mary Hunt,1995,1,30,Low,220,828,Long,132.4,51.400000000000006,1
0743525116,Simon &amp; Schuster Audio,Sin Killer,Larry McMurtry,2002,10,23,Medium,245,681,Long,151.0,44.05,1
0060119071,Harpercollins,People of Darkness,Tony Hillerman,1980,20,45,Medium,248,940,Long,156.79999999999998,63.0,1
0965603695,Liamworks,The Great Libertarian Offer,Harry Browne,2000,2,24,Low,729,286,Medium,438.2,34.3,1
8484504336,Debols!llo,Antologias de Las Mejores Poesias,Luis Maria Anson,2001,2,24,Low,100,718,Long,60.8,45.9,1
0345304659,Ballantine Books,The Nirvana Blues,John Nichols,1983,2,42,Low,184,695,Long,111.2,50.75,1
0795151314,The International Library of Poetry,Dancing in Light,Claire Foshee,2002,1,23,Low,234,349,Medium,140.8,29.45,1
0940863332,Natl Reference Inst Pubns,On the Threshold of a Dream Volume 2,Alisa M. Hoffman,1990,1,35,Low,264,974,Long,158.8,60.7,1
0446363669,Warner Books,The Doomsday Conspiracy,Sidney Sheldon,1992,2,33,Low,752,540,Long,452.0,43.0,1
0609609017,Harmony,Ten Poems to Change Your Life,Roger Housden,2001,4,24,Low,690,768,Long,415.6,54.400000000000006,1
0670887315,Viking Books,Disgrace,J. M. Coetzee,1999,53,26,High,870,618,Long,543.2,50.900000000000006,1
188259312X,Bridge Works Publishing Company,Patty Janes House of Curl,Lorna Landvik,1995,5,30,Low,91,498,Medium,56.6,38.900000000000006,1
0448168278,Putnam Pub Group,Disney's World of Riddles,Weigle,1979,1,46,Low,490,771,Long,294.4,48.55,1
3257211945,Diogenes Verlag AG,Das Hotel New Hampshire,John Irving,1998,1,27,Low,306,859,Long,184.0,54.95,1
0028617363,Alpha Books,The Complete Idiot's Guide to Chess,Patrick Wolff,1997,6,28,Medium,243,247,Medium,148.2,30.35,1
0060952822,Perennial Currents,The Simpsons Guide to Springfield,Matt Groening,1998,1,27,Low,343,571,Long,206.2,42.55,1
0060391022,Harpercollins,A Village Affair,Joanna Trollope,1989,15,36,Medium,328,765,Long,202.8,54.25,1
0385492235,Doubleday Books,An Invisible Sign of My Own,Aimee Bender,2000,5,25,Low,420,591,Long,254.0,43.55,1
0312289723,St. Martin's Press,Ten Big Ones: A Stephanie Plum Novel,Janet Evanovich,2004,2,21,Low,240,412,Medium,144.8,40.6,1
0380792745,Perennial,The Lust Lizard of Melancholy Cove,Christopher Moore,2000,2,25,Low,675,120,Short,405.8,24.0,1
0968288308,Bluedoor Publishing,Gang Ranch the Real Story,Judy Alsager,1997,1,28,Low,790,404,Medium,474.4,40.2,1
039915079x,G. P. Putnam's Sons,The Teeth of the Tiger,Tom Clancy,2003,5,22,Low,456,956,Long,275.6,59.8,1
069452526X,HarperAudio,"Theory of Relativity, A  CD",Jacquelyn Mitchard,2001,1,24,Low,480,483,Medium,288.4,40.150000000000006,1
0553212427,Bantam,Sherlock Holmes: The Complete Novels and Stories (Sherlock Holmes),Arthur Conan Doyle,1986,3,39,Low,810,544,Long,487.2,47.2,1
0671037307,Simon &amp; Schuster (Trade Division),The Water of Life (The Wanderers),Caiseal Mor,2000,1,25,Low,408,524,Long,245.2,42.2,1
0891073906,Crossway Books,This Present Darkness,Frank E. Peretti,1986,28,37,High,22,1040,Long,24.4,52.0,0
0375422412,Pantheon Books,Three Junes,Julia Glass,2002,6,23,Medium,315,589,Long,191.4,43.45,1
0764223291,Bethany House Publishers,The Redemption of Sarah Cain,Beverly Lewis,2000,6,27,Medium,9,734,Long,7.8,36.7,0
0764223887,Bethany House Publishers,The Redemption of Sarah Cain,Beverly Lewis,2000,6,25,Medium,660,388,Medium,398.4,39.400000000000006,1
0449906515,Ballantine Books,Dave Barry's Only Travel Guide You'll Ever Need,Dave Barry,1991,3,34,Low,15,657,Long,10.2,32.85,0
0671878662,Baen,Fiddler Fair,Mercedes Lackey,1998,2,27,Low,950,453,Medium,570.8,42.650000000000006,1
0070064547,McGraw-Hill,Motherhood: The Second Oldest Profession,Erma Bombeck,1983,2,42,Low,600,127,Short,360.8,22.35,1
0679433015,Alfred A. Knopf,Servant of the Bones,Anne Rice,1996,40,30,High,90,139,Short,70.0,18.95,0
0679438335,Random House Audio,Servant of the Bones,Anne Rice,1996,38,29,High,84,780,Long,65.6,51.0,1
0671632949,Simon &amp; Schuster,Astrology and Your Past Lives,Jeanne Avery,1987,2,38,Low,220,276,Medium,132.8,33.8,1
0316899984,Little Brown &amp; Company,"River, Cross My Heart",Breena Clarke,1999,19,26,Medium,280,628,Long,175.6,45.400000000000006,1
0316899992,Little Brown and Company,"River, Cross My Heart",Breena Clarke,1999,19,26,Medium,448,709,Long,276.40000000000003,51.45,1
325706277X,Diogenes Verlag,Handbuch des Kriegers des Lichts.,Paulo Coelho,2001,1,24,Low,388,593,Long,233.2,37.650000000000006,1
0553801813,Bantam Books,The Widow's Kiss,Jane Feather,2001,8,24,Medium,520,709,Long,315.2,51.45,1
0380809087,Avon,The Defiant One,Danelle Harmon,2000,3,25,Low,168,676,Long,102.0,47.8,1
0609805509,Three Rivers Press (CA),Debbie Travis' Painted House Living &amp; Dining Rooms: 60 Stylish Projects to Transform Your Home,Debbie Travis,2001,1,24,Low,304,941,Long,182.8,63.05,1
0886778166,Daw Books,"Prince of Dogs (Crown of Stars, Vol 2)",Kate Elliott,1999,2,26,Low,153,952,Long,92.6,65.6,1
0375509089,Random House,Loose Lips,Claire Berlinski,2003,9,22,Medium,84,616,Long,54.0,42.8,1
0743435583,Baen,Miles Errant,Lois McMaster Bujold,2002,2,23,Low,380,613,Long,228.8,50.650000000000006,1
0380802325,Avon,Suddenly You,Lisa Kleypas,2001,6,24,Medium,462,211,Medium,279.6,22.55,1
0425173356,Berkley Publishing Group,Cat and the Countess,Casey Claybourne,2000,1,25,Low,324,165,Short,194.8,20.25,1
0778320286,Mira,Changing Habits (Mira),Debbie Macomber,2004,1,23,Low,112,911,Long,67.60000000000001,61.55,0
0440224748,Island,Four Corners of Night,Craig Holden,1999,8,26,Medium,288,197,Short,175.99999999999997,25.85,1
0876544766,Pomegranate Communications,A Small Book of Fairies,Eugene Stiles,1995,1,30,Low,416,736,Long,250.0,52.8,1
0679410341,Alfred A. Knopf,Unto the Sons,Gay Talese,1992,6,33,Medium,203,687,Long,124.2,48.35,1
038080025X,Avon,All I Desire,Rosemary Rogers,1999,1,26,Low,498,393,Medium,299.2,31.65,1
0399138250,Putnam Publishing Group,Without Remorse,Tom Clancy,1993,35,32,High,320,803,Long,206.0,60.150000000000006,1
0684859734,Scribner,Grave Secrets (Temperance Brennan Novel (Hardcover)),Kathy Reichs,2002,2,23,Low,990,930,Long,594.8,66.5,1
0446527017,Warner Books,Standoff,Sandra Brown,2000,34,25,High,22,376,Medium,26.8,20.8,1
1558747575,Health Communications,A Little Secret for Dealing With Teens,Jennie Hernandez Hanks,2000,1,25,Low,552,167,Short,331.6,24.35,1
0380790890,Avon,Well Pleasured Lady,Christina Dodd,1997,4,30,Low,433,982,Long,261.40000000000003,59.1,1
0671523074,Pocket,Eye of the Beholder,Jayne Ann Krentz,1999,8,25,Medium,48,744,Long,32.0,37.2,0
2867448999,P.O.L.,One Man Show,Nicolas Fargues,2002,1,23,Low,162,843,Long,97.6,46.150000000000006,1
0802713823,Walker &amp; Company,Sacred Geometry (Wooden Books),Miranda Lundy,2001,1,24,Low,120,312,Medium,72.4,21.6,1
0671894455,Pocket,FORREST GUMP (Movie Tie in),Winston Groom,1994,1,31,Low,420,825,Long,252.4,55.25,1
0967231434,Anatolian Treasures,Small leather journal with strap-myra series,Anatolian Treasures,1999,2,26,Low,342,727,Long,206.0,54.35,1
0812513401,Tor Science Fiction,The Voyage (Hammer Universe),David Drake,1995,1,30,Low,609,703,Long,365.8,49.15,1
0843948302,Leisure Books,Voice of the Blood,Jemiah Jefferson,2001,2,24,Low,855,779,Long,513.8,56.95,1
034068948X,Trafalgar Square,Does My Bum Look Big in This?,Arabella Weir,1999,1,26,Low,180,157,Short,108.4,25.85,1
0385333919,Bantam Dell Pub Group,Be Cool,Elmore Leonard,1999,27,26,High,90,125,Short,64.8,24.25,1
0440295777,Dell Publishing Company,Be Cool,Elmore Leonard,1999,27,26,High,330,980,Long,208.8,61.0,1
1410729435,Authorhouse,Lucy's Treasure,G. E. Dabbs,2003,2,22,Low,990,165,Short,594.8,28.25,1
0373250134,Red Dress Ink,Slightly Single (Red Dress Ink (Paperback)),Wendy Markham,2002,1,23,Low,576,998,Long,345.99999999999994,61.900000000000006,1
0849942357,WestBow Press,The Amethyst Heart,Penelope J. Stokes,2000,3,25,Low,100,196,Short,61.2,29.8,1
0849937213,WestBow Press,The Amethyst Heart,Penelope J. Stokes,2000,4,26,Low,8,661,Long,6.4,33.050000000000004,0
0849917050,Word Publishing,The Treasure Box,Penelope J. Stokes,2001,6,24,Medium,576,873,Long,347.99999999999994,61.650000000000006,1
0385249683,Doubleday Books,Mary Reilly,Valerie Martin,1990,9,35,Medium,353,766,Long,215.4,54.3,1
0590978802,Scholastic,The Diamond Princess Steps Through the Mirror,Jahnna N. Malcolm,1999,1,26,Low,96,535,Long,57.99999999999999,34.75,1
0439051630,Scholastic,Chick Challenge (Animal Ark Pets),Ben M. Baglio,1999,3,26,Low,180,890,Long,109.2,56.5,1
0525934960,Dutton Books,The Te of Piglet,Benjamin Hoff,1992,5,34,Low,462,674,Long,279.2,49.7,1
1593553927,Brilliance Audio,Bet Me,Jennifer Crusie,2004,6,21,Medium,144,526,Long,88.8,42.3,1
0670891509,Viking Books,Marrying the Mistress,Joanna Trollope,2000,11,25,Medium,465,829,Long,283.4,53.45,1
0060586125,HarperCollins,Three Wishes,Liane Moriarty,2004,6,21,Medium,400,367,Medium,242.4,34.35,1
0590137859,Little Apple Books (Scholastic),The Case of the Secret Password (Clue Jr.),Parker C. Hinter,1997,1,28,Low,440,685,Long,264.4,54.25,1
0671879464,Aladdin,The Lost Locket (Nancy Drew Notebook 2) : The Lost Locket,Carolyn Keene,1994,2,31,Low,720,107,Short,432.8,25.35,1
0671879510,Aladdin,TROUBLE AT CAMP TREEHOUSE (NANCY DREW NOTEBOOK 7) : TROUBLE AT CAMP TREEHOUSE,Carolyn Keene,1995,1,30,Low,340,607,Long,204.4,50.35,1
8472238350,Schoenhofsforeign Books Inc,Te Llamare Viernes (Fabula),Almudena Grandes,1994,1,31,Low,672,396,Medium,403.6,35.8,1
0312984863,St. Martin's Paperbacks,The Impostor : The Liar's Club (Liars Club),Celeste Bradley,2003,8,22,Medium,423,263,Medium,257.0,31.15,1
0517573199,Random House Childrens Books,A Well-Timed Enchantment,Vivian Vande Velde,1990,4,35,Low,88,584,Long,54.4,45.2,1
0525947345,Dutton Books,A Friend of the Family,Lisa Jewell,2003,9,22,Medium,128,696,Long,80.39999999999999,50.8,1
034543630X,Ballantine Books,Simon's Family,Marianne Fredriksson,2000,1,25,Low,344,666,Long,206.8,49.3,1
0971614504,Cantwell Hamilton Pr,Shade of the Maple,Kirk Martin,2002,1,24,Low,670,171,Short,402.4,28.55,1
1401300316,Hyperion,The Center of Everything,Laura Moriarty,2003,7,22,Medium,567,653,Long,343.0,50.65,1
1889199036,John F. Blair Publisher,Styles by Maggie Sweet,Judith Minthorn Stacy,1999,1,26,Low,400,553,Long,240.4,37.650000000000006,1
0688162827,William Morrow &amp; Company,Tell Me Your Dreams,Sidney Sheldon,1998,3,27,Low,549,367,Medium,330.6,36.35,1
0688166911,William Morrow,Tell Me Your Dreams,Sidney Sheldon,1998,3,27,Low,395,485,Medium,238.2,34.25,1
8427016883,Planeta Pub Corp,En Busca De Tutankamon,Christian Jacq,1995,7,30,Medium,873,874,Long,526.5999999999999,61.7,1
8440697414,Ediciones B,"Secretos de La Diosa, Los",Brenda Gates,2001,1,24,Low,294,947,Long,176.8,61.35,1
8440666845,Grupo Zeta,"Circulos de Piedra, Los",Joan Dahr Lambert,1999,1,26,Low,406,486,Medium,244.0,38.3,1
1859671438,Lorenz Books,Tinwork (New Crafts),Marion Elliot,1996,1,29,Low,304,976,Long,182.8,64.80000000000001,1
0971400415,Zander eBooks,Love Thy Sister,Maria Grazia Swan,2001,2,24,Low,720,358,Medium,432.8,37.900000000000006,1
3442413508,Goldmann,Auf Ehre und Gewissen. Roman.,Elizabeth George,1992,2,33,Low,310,382,Medium,186.8,39.1,1
1569873291,Landoll,Who's a Goblin?,Dandi Daley Mackall,1995,1,32,Low,26,930,Long,16.0,46.5,0
0553285785,Bantam,Public Secrets,Nora Roberts,1990,20,36,Medium,5,275,Medium,11.0,13.75,0
0517549069,Random House Value Publishing,Mistrals Daughter,Judith Krantz,1982,15,43,Medium,760,787,Long,462.0,55.35,1
0843953101,Smooch,You Are SO Cursed!,Naomi Nash,2004,1,21,Low,576,718,Long,345.99999999999994,51.9,1
0553293885,Bantam Books,A Great Day for the Deadly,Jane Haddam,1992,3,32,Low,334,346,Medium,201.6,29.3,1
0312982615,St. Martin's Paperbacks,Robert Ludlum's The Paris Option : A Covert-One Novel (A Covert-One Novel),Robert Ludlum,2003,1,22,Low,480,643,Long,288.4,42.15,1
1551666235,Mira,Wild Enough For Willa (Mira),Ann Major,2000,1,26,Low,19,738,Long,11.4,36.9,0
0553281143,Starfire,The Obnoxious Jerks,Stephen Manes,1990,1,35,Low,585,623,Long,351.4,49.150000000000006,1
068419337X,Scribner,SHIPPING NEWS,Annie Proulx,1993,54,32,High,644,913,Long,408.0,59.650000000000006,1
068419337x,Scribner,SHIPPING NEWS,Annie Proulx,1993,54,32,High,568,986,Long,362.4,65.30000000000001,1
9070066882,De Arbeiderspers,Het volgende verhaal,Cees Nooteboom,1991,3,34,Low,266,674,Long,160.79999999999998,47.7,1
0671657860,Fireside,"Many Lives, Many Masters",Brian L. Weiss,1988,16,37,Medium,290,208,Medium,180.4,20.4,1
3596147832,"Fischer (Tb.), Frankfurt",Das Haus der Harmonie.,Barbara Wood,2000,3,27,Low,28,413,Medium,18.0,20.65,0
0759901260,Hard Shell Word Factory,Cowboy in My Pocket,Kate Douglas,2001,2,24,Low,560,834,Long,336.8,61.7,1
1560760516,Wizards of the Coast,"Firstborn (Dragonlance Elven Nations, Vol 1)",Paul B. Thompson,1991,1,34,Low,525,670,Long,315.4,47.5,1
0312194560,Griffin Trade Paperback,Girl Walking Backwards,Bett Williams,1998,2,27,Low,329,346,Medium,198.2,31.3,1
0373122691,Harlequin,The Pregnant Bride (Harlequin Presents),Catherine Spencer,2002,2,23,Low,180,739,Long,108.8,42.95,1
039449461X,Random House,Far Tortuga,Peter Matthiessen,1975,8,50,Medium,2,632,Long,4.4,31.6,0
0749720409,Egmont Childrens Books,The Midnight Ride of Thomas the Tank Engine (Thomas the Tank Engine),Owain Bell,1995,1,30,Low,96,892,Long,57.99999999999999,60.6,1
0330363239,Picador,Dirt music,Tim Winton,2001,9,24,Medium,369,765,Long,225.0,56.25,1
0671000500,Aladdin,The WEDDING DAY MYSTERY NANCY DREW 136,Carolyn Keene,1997,3,28,Low,148,524,Long,90.0,40.2,1
0064405842,HarperTrophy,"Catherine, Called Birdy (Trophy Newbery)",Karen Cushman,1995,2,30,Low,736,326,Medium,442.4,32.3,1
0743407865,MTV,Brave New Girl,Louisa Luna,2001,2,24,Low,31,777,Long,19.4,38.85,0
379511733X,Schneekluth,Flut.,Wolfgang Hohlbein,2001,6,24,Medium,768,575,Long,463.19999999999993,44.75,1
3453863712,Heyne,Die Orks.,Stan Nicholls,2002,2,23,Low,640,576,Long,384.8,48.8,1
0863186602,Dorling Kindersley,New Pregnancy and Birth Book,Miriam Stoppard,1991,1,32,Low,452,515,Long,270.8,35.75,1
1562451650,Great Quotations,Great Quotes from Great Teachers,Marlene Rimler,1994,1,31,Low,576,494,Medium,345.99999999999994,36.7,1
0811833615,Chronicle Books,The Bad Girl's Guide to the Party Life,Cameron Tuttle,2002,1,23,Low,680,549,Long,408.4,47.45,1
0811821706,Chronicle Books,The Bad Girl's Guide to the Open Road,Cameron Tuttle,1999,1,26,Low,810,463,Medium,486.4,43.150000000000006,1
0759615365,Authorhouse,Life in a Rapidly Changing World (New Economy Self-Development),Pauline Tai,2001,1,24,Low,630,975,Long,378.4,68.75,1
0806516542,Carol Publishing Corporation,The Lost Stories of Louisa May Alcott,Louisa May Alcott,1995,3,29,Low,606,600,Long,364.8,46.0,1
3446152962,Carl Hanser,Das Phantom der Oper.,Gaston Leroux,1994,2,31,Low,240,824,Long,144.8,49.2,1
0575047798,Orion Publishing Co,The Colloghi Conspiracy,Douglas Hill,1990,3,35,Low,301,325,Medium,181.8,30.25,1
0394575202,Smithmark Pub,The Power of One,Bryce Courtenay,1989,18,36,Medium,396,230,Medium,244.8,29.5,1
0151189781,Harcourt,"Collected Poems, 1909-1962",T. S. Eliot,1963,25,62,High,485,687,Long,301.0,44.35,1
0671550284,Simon Pulse,STARLIGHT CRYSTAL : STARLIGHT CRYSTAL,Christopher Pike,1996,3,29,Low,435,575,Long,262.2,38.75,1
0399137599,Putnam Pub Group,Steel Beach,John Varley,1992,7,31,Medium,391,385,Medium,237.4,35.25,1
0062504096,Harpercollins,We'Ve Had a Hundred Years of Psychotherapy and the World's Getting Worse,James Hillman,1992,3,33,Low,125,255,Medium,76.2,22.75,1
0385495358,Doubleday Books,I Rant Therefore I Am,Dennis Miller,2000,2,25,Low,385,859,Long,231.8,52.95,1
1555835589,Alyson Publications,Revolutionary Voices,Amy Sonnie,2000,3,25,Low,322,317,Medium,194.4,29.85,1
1592231381,Thunder Bay Press (CA),The Tarot Set,Jane Lyle,2003,1,23,Low,375,517,Long,225.4,33.85,1
1590030044,Red Wheel,White Magic Book,John Le Breton,2001,2,24,Low,512,791,Long,308.0,55.55,1
0670031720,Viking Books,Drop City,T. Coraghessan Boyle,2003,3,22,Low,470,275,Medium,283.2,23.75,1
0380815257,Avon,A Belated Bride,Karen Hawkins,2001,3,24,Low,168,761,Long,102.0,50.05,1
1551668432,Mira,Texas Ranger,Diana Palmer,2001,6,22,Medium,362,415,Medium,219.6,36.75,1
0752816500,"Acacia Press, Inc.",Axiomatic,Greg Egan,1995,7,30,Medium,88,961,Long,55.6,64.05000000000001,1
0451457781,Roc,Treachery and Treason,Laura Anne Gilman,2000,1,25,Low,80,882,Long,48.4,60.1,1
0671798782,Pocket,DIANA: HER TRUE STORY : DIANA: HER TRUE STORY,Andrew Morton,1992,43,33,High,280,958,Long,185.2,57.900000000000006,1
0373764723,Silhouette,Expecting...And In Danger  (Dynasties:The Connellys),Eileen Wilks,2002,1,22,Low,24,820,Long,14.4,41.0,0
0373764685,Silhouette,The Royal Treatment  (Crown And Glory),Maureen Child,2002,3,25,Low,9,998,Long,6.6,49.900000000000006,0
