ISBN,Book_Title,Book_Author,Year-Of-Publication,Edition_Count,Book_Age,Edition_Count_Category,Total_Reviews,No_of_Pages,Book_Length_Category,Popularity_Score,Book_Price,Bestseller
0671894455,FORREST GUMP (Movie Tie in),Winston Groom,1994,1,31,Low,420,825,Long,252.4,55.25,Yes
7664444493,Deadly Decisions,Robert Fulghum,2007,28,18,High,0,419,Medium,11.2,20.950000000000003,No
0201406462,The Sibling Society,Robert W. Bly,1996,1,29,Low,0,492,Medium,0.4,24.6,No
2207249786,Parabellum tango,Pierre Pelot,2000,1,23,Low,10,494,Medium,6.4,24.700000000000003,No
0060193344,Burn Factor,Kyle Mills,2001,8,24,Medium,430,301,Medium,261.2,25.05,Yes
3175227948,The Fresco,Jemiah Jefferson,1962,11,63,Medium,18,489,Medium,15.2,26.450000000000003,No
0385314744,Rush Limbaugh Is a Big Fat Idiot: And Other Observations,Al Franken,1996,3,29,Low,371,253,Medium,223.8,26.65,Yes
351836605X,Stiller,Max Frisch,1954,38,71,High,390,466,Medium,249.2,43.3,Yes
6240907537,"Washington's Dirigible (Timeline Wars/John Barnes, No 2)",Leonard Goldberg,1916,8,109,Medium,184,916,Long,113.6,49.8,Yes
2029143198,Saint Maybe,Myla Goldberg,1956,35,69,High,637,181,Short,396.2,23.05,Yes
3192577109,Abhorsen (The Abhorsen Trilogy),Stephen King,1922,15,103,Medium,632,235,Medium,385.2,27.75,Yes
080411952X,The Unsung Hero,Suzanne Brockmann,2000,5,27,Low,0,215,Medium,-22.6,10.75,No
0684855631,The Empty Chair,Jeffery Deaver,2000,8,23,Medium,33,830,Long,23.0,41.5,No
7267337918,Voice of the Blood,Sidney Sheldon,1967,12,58,Medium,536,217,Medium,326.4,26.85,Yes
067144977X,Schindler's list,Thomas Keneally,1982,15,43,Medium,0,836,Long,6.0,41.8,No
2828153685,Der kleine Beziehungsberater.,Hozy Rossi,1966,1,57,Low,158,423,Medium,94.8,27.15,Yes
1551665964,Bride Of Black Douglas (Mira),Elaine Coffman,2000,2,24,Low,0,536,Long,-26.8,26.8,No
1915520504,Ten Secrets for the Man in the Mirror,John Irving,1910,28,115,High,264,280,Medium,169.6,26.0,Yes
9703305816,"Truly, Madly Manhattan",Johanna Lindsey,1921,15,102,Medium,217,491,Medium,136.2,38.55,Yes
3784427855,Die Internet- Generation. Wie wir von unseren Computern gefressen werden.,Thomas Feibel,2001,1,24,Low,204,426,Medium,122.8,27.3,Yes
5419290788,The Wheel of Fortune,Tom Mula,1940,4,85,Low,420,668,Long,253.6,43.4,Yes
0782125557,Mastering Linux Premium Edition,Arman Danesh,1999,1,26,Low,203,387,Medium,122.2,33.35,Yes
0684177730,The SKULL BENEATH THE SKIN,P. D. James,1982,51,43,High,0,581,Long,20.4,29.05,Yes
0670272663,Different Seasons,Stephen King,1982,60,43,High,0,670,Long,24.0,33.5,Yes
0553583905,Kingdom Of Moonlight,Josie Litton,2002,3,23,Low,71,242,Medium,43.8,14.1,Yes
1551669307,A Gift To Last,Debbie Macomber,2002,5,23,Low,0,120,Short,2.0,6.0,No
0385501560,Choke,Chuck Palahniuk,2001,24,26,High,88,948,Long,62.4,59.400000000000006,No
4261249130,The Testament,Tom Clancy,1915,10,110,Medium,522,247,Medium,317.2,30.35,Yes
9702165087,A Monk Swimming,Piers Anthony,2009,29,16,High,168,657,Long,112.4,40.85,Yes
0894803700,"14,000 Things to Be Happy About",Barbara Ann Kipfer,1990,5,36,Low,414,662,Long,250.4,43.1,Yes
0525945636,Code to Zero,Ken Follett,2000,37,25,High,177,777,Long,121.0,46.85,Yes
3547660605,Rush Limbaugh Is a Big Fat Idiot: And Other Observations,Louisa May Alcott,1922,43,103,High,784,257,Medium,487.6,28.85,Yes
0399135421,Sullivan's Sting,Lawrence Sanders,1990,9,35,Medium,0,582,Long,3.6,29.1,No
0394930142,The Berenstain Bears and Too Much Vacation (First Time Books),Stan Berenstain,1989,1,38,Low,373,800,Long,223.8,56.0,Yes
B0000T6KHI,Three Fates,Nora Roberts,2002,22,23,High,0,750,Long,8.8,37.5,No
0380709333,The Art of Living Single,Michael Broder,1990,1,35,Low,0,254,Medium,0.4,12.7,No
0553565915,Embraced by the Light,Betty J. Eadie,1994,4,31,Low,232,460,Medium,140.79999999999998,39.0,Yes
0394572343,Breathing Lessons,Anne Tyler,1988,39,37,High,0,519,Long,15.6,25.950000000000003,No
1365332137,A Small Book of Fairies,Nancy Holder,1961,49,64,High,114,260,Medium,88.0,17.0,Yes
031203914X,Probable Cause,Ridley Pearson,1990,9,35,Medium,424,832,Long,258.0,57.6,Yes
039914207X,Chromosome 6,Robin Cook,1997,2,28,Low,22,584,Long,14.0,29.200000000000003,No
0316154067,Void Moon,Michael Connelly,1999,8,26,Medium,603,203,Medium,365.0,28.15,Yes
0849937213,The Amethyst Heart,Penelope J. Stokes,2000,4,26,Low,8,661,Long,6.4,33.050000000000004,No
0877958262,Belinda,Anne Rice,1986,8,39,Medium,0,584,Long,3.2,29.200000000000003,No
0764223887,The Redemption of Sarah Cain,Beverly Lewis,2000,6,25,Medium,660,388,Medium,398.4,39.400000000000006,Yes
0842343253,Nicolae High (Left Behind: The Kids #5),Jerry B. Jenkins,1999,1,26,Low,0,219,Medium,0.4,10.95,No
0446674109,The Angry Clam,Erik Quisling,1998,1,27,Low,490,584,Long,294.4,39.2,Yes
0394442067,"Rabbit, Run",John Updike,1960,48,63,High,46,1010,Long,46.8,50.5,No
0965624773,Finding Laura Buggs,Stanley Gordon West,1999,1,24,Low,0,614,Long,-28.4,30.700000000000003,No
0871567865,The Best of Edward Abbey,Edward Abbey,1988,3,37,Low,0,185,Short,1.2000000000000002,9.25,No
3761720525,The Power of Beauty,Neil Gaiman,1975,49,50,High,162,182,Short,116.8,27.1,Yes
0061219800,Pilgrim at Tinker Creek,Annie Dillard,1974,17,53,Medium,0,240,Medium,-15.4,12.0,No
0385323832,Cuba Libre,Elmore Leonard,1998,20,27,Medium,0,681,Long,8.0,34.050000000000004,No
0345377079,Dear James,Jon Hassler,1993,2,30,Low,0,606,Long,-7.6,30.3,No
0394578198,Polar Star,Martin Cruz Smith,1989,25,36,High,301,548,Long,190.6,41.400000000000006,Yes
5729419516,My Lady Pirate,Kent Haruf,1972,20,53,Medium,644,480,Medium,394.4,38.0,Yes
0553756508,Dead Aim,Iris Johansen,2003,7,22,Medium,0,436,Medium,2.8000000000000003,21.8,No
6269795808,Shopaholic Ties the Knot,Liz Curtis Higgs,1960,36,64,High,81,1020,Long,63.0,61.0,No
4572409711,The Thoughts of an Emigrant,Teresa Medeiros,1915,23,110,High,189,627,Long,122.6,37.35,Yes
0385315236,The Horse Whisperer,Nicholas Evans,1995,72,30,High,232,118,Short,168.0,21.9,Yes
0439049962,Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space,Dav Pilkey,1999,47,26,High,800,827,Long,498.8,61.35,Yes
5543881198,Chick Challenge (Animal Ark Pets),Jodi Picoult,1976,36,49,High,637,720,Long,396.6,50.0,Yes
0970640595,Himalayan Dhaba,Craig Joseph Danner,2001,1,26,Low,0,362,Medium,-24.2,18.1,No
8466601090,Las DOS Muertes De Gardel (Ficcionario),Horacio Vazquez-Rial,2002,1,23,Low,0,824,Long,0.4,41.2,No
0671015842,Mr. Macgregor,Alan Titchmarsh,1999,9,27,Medium,13,677,Long,11.4,33.85,No
0312252617,Fast Women,Jennifer Crusie,2001,9,24,Medium,276,901,Long,169.2,53.05,Yes
2823323606,Prodigal Summer,Robin Cook,1904,4,121,Low,75,501,Long,46.6,27.05,Yes
0679448284,What Girls Learn,Karin Cook,1997,6,28,Medium,0,758,Long,2.4000000000000004,37.9,No
0374148570,Eucalyptus,Murray Bail,1998,7,27,Medium,0,642,Long,2.8000000000000003,32.1,No
034542333X,Darwin's Radio,Greg Bear,1999,17,26,Medium,0,221,Medium,6.800000000000001,11.05,No
3111683463,Julie of the Wolves (Julie of the Wolves),Elizabeth McGregor,1951,40,74,High,434,660,Long,276.4,47.0,Yes
0373218036,"Truly, Madly Manhattan",Nora Roberts,2003,7,22,Medium,0,253,Medium,2.8000000000000003,12.65,No
2815057342,Schindler's list,Bryan Cholfin,1951,19,74,Medium,182,948,Long,116.8,61.400000000000006,Yes
0821730002,Jack Anderson Presents the Young Astronauts (Young Astronauts),Rick North,1990,1,35,Low,0,413,Medium,0.4,20.65,No
9296583826,Zoot Suit and Other Plays,Gwendolyn Mitchell Diaz,1958,46,67,High,345,994,Long,225.4,59.7,Yes
0805051732,"The Word \""Desire\""",Rikki Ducornet,1997,3,30,Low,931,901,Long,559.8000000000001,63.05,Yes
1586214047,Four Blind Mice,James Patterson,2002,31,22,High,0,877,Long,-6.799999999999999,43.85,No
3257224303,"Gibt's ein Baby, das nicht schreit? Roman.",Celia Fremlin,1991,1,34,Low,0,335,Medium,0.4,16.75,No
0688163165,Mystic River,Dennis Lehane,2001,53,24,High,0,868,Long,21.200000000000003,43.400000000000006,Yes
2248232327,Babyhood,James Rollins,1994,34,31,High,75,696,Long,58.6,44.8,Yes
055310053X,The Story of B,Daniel Quinn,1996,2,27,Low,406,740,Long,244.4,57.0,Yes
1669898138,Past Continuous (Tusk Ivories),Janet Evanovich,1910,8,115,Medium,402,202,Medium,244.4,22.1,Yes
0399145923,Carolina Moon,Nora Roberts,2000,34,25,High,496,402,Medium,311.2,36.1,Yes
1941780840,Painted Sunsets (Western Lovers Ranch Rogues),Vicki A. Brady,1921,3,104,Low,330,319,Medium,199.2,27.950000000000003,Yes
7012671129,Start With A Laugh,Carolyn Keene,1979,18,46,Medium,384,619,Long,237.6,46.95,Yes
0747230293,"The Hounds of Sunset (The Brothers of Gwynedd, 3)",Edith Pargeter,1991,1,34,Low,0,680,Long,0.4,34.0,No
3266635458,Daddy's Little Girl,Martin V. Riccardo,2011,23,14,High,306,599,Long,192.8,47.95,Yes
2453923919,Das verbotene Lied.,Karen Cushman,1944,15,81,Medium,192,142,Short,121.2,11.1,Yes
0399133186,Mortal Fear,Robin Cook,1988,13,37,Medium,378,534,Long,232.0,44.7,Yes
3991047039,Year of the Griffin,Barbara Watson,1998,31,27,High,372,914,Long,235.6,53.7,Yes
0920109020,Alone in the Australian Outback,Gladys Taylor,1984,1,41,Low,688,958,Long,413.2,63.900000000000006,Yes
0843941987,Jake (The Cowboys),Leigh Greenwood,1997,4,30,Low,337,686,Long,203.8,54.3,Yes
7898065046,Summon the Keeper,Malachy McCourt,1975,6,50,Medium,390,229,Medium,236.4,21.450000000000003,Yes
3133485666,"WE DID IT, TARA (PAXTON CHEERLEADERS 4) : WE DID IT, TARA (The Paxton Cheerleaders)",John Pascal,1984,30,42,High,405,316,Medium,255.0,31.8,Yes
0590458078,Camp Murphy,Colleen O'Shaughnessy McKenna,1993,2,32,Low,0,641,Long,0.8,32.050000000000004,No
0679403612,Saint Maybe,Anne Tyler,1991,25,34,High,162,498,Medium,107.2,42.900000000000006,Yes
2984102670,Abhorsen (The Abhorsen Trilogy),Pierre Pelot,1943,6,82,Medium,495,252,Medium,299.4,30.6,Yes
0373691157,Hot Off the Press,Nancy Warren,2003,1,23,Low,0,267,Medium,-5.6,13.35,No
8971570664,Flut.,Mario Puzo,1914,28,111,High,504,831,Long,313.6,55.55,Yes
0373764685,The Royal Treatment  (Crown And Glory),Maureen Child,2002,2,23,Low,0,992,Long,0.8,49.6,No
0374166560,The Great Victorian Collection,Brian Moore,1975,12,50,Medium,0,878,Long,4.800000000000001,43.900000000000006,No
2799035232,The Lovely Bones,Daniel Hood,1935,1,90,Low,99,941,Long,59.8,65.05000000000001,Yes
0044402449,Immortal Blood,Barbara Hambly,1988,2,39,Low,0,700,Long,-9.4,35.0,No
0812517032,Irene's Last Waltz,Carole Nelson Douglas,1994,1,31,Low,0,843,Long,0.4,42.150000000000006,No
0749425628,How to Be Better at Managing Change (How to Be Better Series),David Hussey,1998,1,27,Low,588,947,Long,353.2,61.35,Yes
4260442677,Expendable,Ria Fehlau,1914,35,111,High,564,332,Medium,352.4,28.6,Yes
1590030044,White Magic Book,John Le Breton,2001,2,24,Low,512,791,Long,308.0,55.55,Yes
0375430830,A Bend in the Road,Nicholas Sparks,2001,11,24,Medium,0,645,Long,4.4,32.25,No
0446520802,The Notebook,Nicholas Sparks,1996,51,29,High,0,604,Long,20.4,30.200000000000003,Yes
0743233026,Sin Killer,Larry McMurtry,2002,10,23,Medium,0,304,Medium,4.0,15.2,No
5310849640,The Honk and Holler Opening Soon,Federica de Cesco,1986,31,39,High,201,855,Long,133.0,48.75,Yes
8728884995,Gone Bamboo,Kirsten Bakis,1986,44,39,High,228,922,Long,154.39999999999998,54.1,Yes
042515517X,Year of the Tiger,Jack Higgins,1996,8,29,Medium,0,496,Medium,3.2,24.8,No
0140147381,The Very Last Gambado (Lovejoy Mystery),Jonathan Gash,1991,2,34,Low,390,474,Medium,234.8,33.7,Yes
0151002444,The Hidden Encyclical of Pius XI,Georges Passelecq,1997,2,28,Low,0,295,Medium,0.8,14.75,No
1930353006,The Toy Factory (Sammy and Brian Mystery),Ken Munro,2000,1,25,Low,536,716,Long,321.99999999999994,51.8,Yes
0590419293,Prom Dress,Lael Littke,1989,1,36,Low,0,752,Long,0.4,37.6,No
0394575202,The Power of One,Bryce Courtenay,1989,17,35,Medium,445,224,Medium,273.8,29.200000000000003,Yes
1363239892,Unspeakable,Nicholas Evans,1960,47,65,High,576,977,Long,364.4,66.85,Yes
6717372676,Entdecke den Schamanen in dir. Reise in die innere Welt des Alltags.,Sidney Sheldon,1929,22,96,High,801,212,Medium,489.4,28.6,Yes
0385422938,Shot in the Heart,Mikal Gilmore,1994,4,32,Low,170,902,Long,103.6,63.1,Yes
5675099028,Tod in der Datscha.,Jerome F. Smith,1931,44,96,High,638,244,Medium,400.4,26.200000000000003,Yes
0671870998,The Wedding,Julie Garwood,1996,15,29,Medium,88,443,Medium,58.8,38.150000000000006,Yes
0060555653,The Polished Hoe,Austin Clarke,2003,8,21,Medium,420,119,Short,255.2,19.95,Yes
0395926882,The Best American Short Stories 2001,Katrina Kenison,2001,4,24,Low,0,140,Short,1.6,7.0,No
0312013523,Linda Goodman's Star Signs,Linda Goodman,1987,4,38,Low,126,173,Short,77.19999999999999,20.65,Yes
0515095826,The Cat Who Knew Shakespeare,Lilian Jackson Braun,1988,4,37,Low,616,527,Long,371.2,42.35,Yes
0440213355,A Woman's Eye,Sara Paretsky,1992,6,33,Medium,380,442,Medium,230.4,32.1,Yes
3848189401,The River Beyond the World,Paulo Coelho,1988,5,37,Low,0,875,Long,2.0,43.75,No
0140240209,The Dog I.Q. Test,Melissa Miller,1994,1,31,Low,0,291,Medium,0.4,14.55,No
2195560096,Wish You Well,Robert Silverberg,1994,26,31,High,170,739,Long,112.4,46.95,Yes
1851189721,The Te of Piglet,Jonathan Franzen,2024,49,0,High,374,594,Long,244.0,37.7,Yes
0380400480,A Pirate's Love,Johanna Lindsey,1978,9,47,Medium,0,305,Medium,3.6,15.25,No
1857988884,Crescent City Rhapsody,Kathleen Ann Goonan,2000,2,25,Low,0,672,Long,0.8,33.6,No
0741409690,The Burberry Style,Jonathan Pearce,2002,1,21,Low,725,159,Short,435.0,27.95,Yes
3404122631,Sonnenfeuer. Der grosse Australienroman.,Patricia Shaw,1995,1,30,Low,366,272,Medium,220.0,25.6,Yes
8722834639,Pop Goes the Weasel,Holly-Jane Rahlens,1975,19,49,Medium,297,302,Medium,185.8,21.1,Yes
6135530712,"Upsetting the Balance (Worldwar Series, Volume 3)",Brad Meltzer,1905,49,120,High,0,455,Medium,19.6,22.75,No
2041549659,Cuba Libre,John Grisham,1953,13,71,Medium,371,808,Long,227.8,48.400000000000006,Yes
0385324057,Summer Sisters,Judy Blume,1998,38,28,High,279,170,Short,182.6,14.5,Yes
1312708713,The Voyage (Hammer Universe),Ethan Coen,2017,23,8,High,720,410,Medium,441.2,36.5,Yes
3257230044,Der Spion und der Analytiker.,Liaty Pisani,1997,1,28,Low,0,632,Long,0.4,31.6,No
0676973922,The Fourth Hand,John Irving,2001,10,24,Medium,0,134,Short,4.0,6.7,No
3596113350,Die Mambo Kings spielen Songs der Liebe. Roman.,Oscar Hijuelos,1992,1,33,Low,444,358,Medium,266.79999999999995,33.900000000000006,Yes
0670835382,Four Past Midnight,Stephen King,1990,62,34,High,447,919,Long,293.0,61.95,Yes
0399145788,Soft Focus,Jayne Ann Krentz,1999,9,27,Medium,0,271,Medium,-23.4,13.55,No
1769016437,Sunstrike,Jean Lorrah,2020,34,5,High,228,264,Medium,150.39999999999998,21.200000000000003,Yes
8420646717,El Diablo De LA Botella/the Bottled Imp,Robert Louis Stevenson,1996,1,29,Low,0,905,Long,0.4,45.25,No
5675099028,Tod in der Datscha.,Jerome F. Smith,1931,45,94,High,658,252,Medium,412.8,26.6,Yes
0374270325,A Man in Full,Tom Wolfe,1998,32,27,High,335,859,Long,213.8,56.95,Yes
067189787X,"WE DID IT, TARA (PAXTON CHEERLEADERS 4) : WE DID IT, TARA (The Paxton Cheerleaders)",Katy Hall,1995,1,30,Low,0,265,Medium,-8.0,13.25,No
7875884814,"Daughter of Twin Oaks (Secret Refuge, 1)",Owain Bell,1973,3,52,Low,153,788,Long,93.0,57.400000000000006,Yes
0060536942,Prey,Michael Crichton,2002,64,23,High,0,118,Short,25.6,5.9,Yes
0688149111,The Best Laid Plans,Sidney Sheldon,1997,16,28,Medium,801,766,Long,487.0,56.3,Yes
0385098960,The Autobiography of My Mother,Rosellen Brown,1976,4,51,Low,25,886,Long,16.6,44.3,No
5657009138,Murder in Palm Springs,Dorothy Cannell,1982,40,43,High,756,456,Medium,469.6,40.8,Yes
2274865075,More Than One Universe,John Grisham,1952,27,73,High,160,841,Long,106.8,52.05,Yes
7913735863,A Well-Timed Enchantment,James Patterson,2011,48,14,High,300,732,Long,199.2,48.6,Yes
7570131014,Celestial Navigation,Kelly Link,1905,3,122,Low,96,169,Short,58.8,20.450000000000003,No
0747549362,Marrying the Mistress,Joanna Trollope,2000,9,25,Medium,0,406,Medium,3.6,20.3,No
3945440063,Christine,Stephen Dobyns,1938,23,87,High,41,850,Long,33.8,44.5,Yes
0374190771,Looking for a Ship,John McPhee,1990,8,37,Medium,0,362,Medium,-2.1999999999999997,18.1,No
1875634462,Triple,Nora Roberts,2015,16,10,Medium,204,413,Medium,128.79999999999998,36.650000000000006,Yes
0399134026,Mutation,Robin Cook,1989,7,36,Medium,536,224,Medium,324.4,27.200000000000003,Yes
0399144137,Rainbow Six,Tom Clancy,1998,23,27,High,187,628,Long,121.4,47.400000000000006,Yes
0671876015,Pigs Don't Fly,Mary Brown,1994,2,31,Low,780,679,Long,468.8,53.95,Yes
3518373080,Die verlorenen Spuren. Roman.,Alejo Carpentier,1982,1,43,Low,0,359,Medium,0.4,17.95,No
0399146407,The Bear and the Dragon,Tom Clancy,2000,25,25,High,397,182,Short,248.2,29.1,Yes
3442435285,Feuerfrau.,Federica de Cesco,1997,3,28,Low,0,605,Long,1.2000000000000002,30.25,No
0375726225,Burning Marguerite,Elizabeth Inness-Brown,2003,3,22,Low,0,759,Long,1.2000000000000002,37.95,No
1586214047,Four Blind Mice,James Patterson,2002,30,23,High,0,913,Long,12.0,45.650000000000006,No
0743204239,Lo es : Una memoria,Frank McCourt,2000,1,25,Low,0,695,Long,0.4,34.75,No
0553102346,Deception on His Mind,Elizabeth George,1997,7,28,Medium,546,319,Medium,330.4,29.950000000000003,Yes
2569719059,Cantor's Dilemma,Ashland Price,2018,5,7,Low,86,938,Long,53.6,48.900000000000006,Yes
0376016760,Working With Tile,Sunset Books,1995,1,30,Low,0,431,Medium,0.4,21.55,No
0553253565,Confessions of a Failed Southern Lady,Florence King,1985,5,40,Low,0,693,Long,2.0,34.65,No
1568655878,Petals on the River,Kathleen E. Woodiwiss,1997,6,28,Medium,657,100,Short,396.6,23.0,Yes
0874869870,She Said Yes: The Unlikely Martyrdom of Cassie Bernall,Misty Bernall,1999,1,26,Low,740,401,Medium,444.4,40.05,Yes
1586214047,Four Blind Mice,James Patterson,2002,28,23,High,28,863,Long,28.0,43.150000000000006,No
1558505377,Jacob Marley's Christmas Carol,Tom Mula,1995,3,30,Low,477,449,Medium,287.4,40.45,Yes
0061067318,Class Trip,Bebe Faas Rice,1993,5,32,Low,0,536,Long,2.0,26.8,No
6238338208,Heir to Betrayal,Dale Brown,2000,8,25,Medium,468,193,Short,284.0,27.65,Yes
0399137599,Steel Beach,John Varley,1992,7,32,Medium,442,401,Medium,268.0,36.05,Yes
0670805149,Lake Wobegon Days,Garrison Keillor,1985,28,40,High,12,912,Long,18.4,45.6,No
2417101023,Astrology and Your Past Lives,Monica Wood,1946,34,79,High,168,227,Medium,114.4,23.35,Yes
0671434004,Contact,Carl Sagan,1985,50,40,High,0,122,Short,20.0,6.1000000000000005,No
0451203569,Daughter of the Fifth Moon,Lynn Armistead McKee,2001,1,24,Low,204,412,Medium,122.8,32.6,Yes
082175856X,Sara's Song,Fern Michaels,1998,5,27,Low,0,697,Long,2.0,34.85,No
0688078060,The Lives of Christopher Chant,Diana Wynne Jones,1988,29,37,High,0,672,Long,11.6,33.6,No
2842772032,Paysages de Bretagne,Philip Plisson,1999,1,26,Low,850,832,Long,510.4,61.6,Yes
2041549659,Cuba Libre,John Grisham,1953,15,72,Medium,332,801,Long,205.2,48.05,Yes
0590769588,You're Invited to Mary-Kate &amp; Ashley's Christmas Party (You're Invited to Mary-Kate &amp; Ashley's),Ellen Reymes,1997,1,28,Low,0,784,Long,0.4,39.2,No
3379017159,Manhattan fliegt.,Michael Wallner,2000,1,25,Low,630,227,Medium,378.4,25.35,Yes
1884777805,Elements of Programming With Perl,Andrew L. Johnson,1999,1,26,Low,760,243,Medium,456.4,28.15,Yes
0671870432,PLEADING GUILTY,Scott Turow,1993,21,32,High,0,737,Long,8.4,36.85,No
2390829241,L'oeil de la sibylle,Jane Feather,1968,11,57,Medium,747,286,Medium,452.6,32.3,Yes
0920109020,Alone in the Australian Outback,Gladys Taylor,1984,1,41,Low,685,952,Long,410.6,63.6,Yes
0060555653,The Polished Hoe,Austin Clarke,2003,7,22,Medium,427,137,Short,259.0,20.85,Yes
4590296381,Camp Murphy,Paulo Coelho,1998,9,27,Medium,217,752,Long,133.79999999999998,51.6,Yes
0060263865,Charlotte's Web,E. B. White,1952,149,73,High,400,486,Medium,299.6,40.3,Yes
0394569024,Geek Love,Katherine Dunn,1989,9,36,Medium,0,763,Long,3.6,38.15,No
039912442X,Red Dragon,Thomas Harris,1981,59,44,High,0,775,Long,23.6,38.75,Yes
031298328x,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003,1,22,Low,0,277,Medium,0.4,13.85,No
0739429345,The Crush,Sandra Brown,2002,26,23,High,0,252,Medium,10.4,12.6,No
6902395471,The First Counsel,Mary Higgins Clark,1984,11,40,Medium,122,244,Medium,77.60000000000001,20.200000000000003,No
0060199563,Thief of Time,Terry Pratchett,2001,32,24,High,0,780,Long,12.8,39.0,No
8440682441,El Circulo Magico,Katherine Neville,1998,4,28,Low,87,792,Long,53.8,51.6,No
068800220X,The Other Side of Midnight,Sidney Sheldon,1974,18,51,Medium,0,226,Medium,7.2,11.3,No
0446532231,"Dude, Where's My Country?",Michael Moore,2003,27,21,High,3,595,Long,12.6,29.75,No
5790861664,The Verb To Bird,John Nichols,1965,40,61,High,28,645,Long,32.8,40.25,No
0553202960,Coming Currency Collapse,Jerome F. Smith,1981,1,46,Low,343,337,Medium,205.4,26.85,Yes
0375406182,Plainsong,Kent Haruf,1999,8,26,Medium,0,476,Medium,3.2,23.8,No
0769613292,Kryptonite Chaos (Superman (Landoll)),Landoll,1999,1,28,Low,722,973,Long,433.6,64.65,Yes
0307968219,Secret of Nimh Storybook,Seymour Reit,1986,1,39,Low,0,531,Long,0.4,26.55,No
0373196504,The Tycoon's Double Trouble  (Daycare Dads),Susan Meier,2003,2,20,Low,0,601,Long,-27.4,30.05,No
2225185410,Terminator 3: Rise of the Machines,Erika Pluhar,1936,22,89,High,88,105,Short,61.6,21.25,Yes
0312186681,Stately Pursuits,Katie Fforde,1998,6,27,Medium,140,456,Medium,86.4,42.8,Yes
0743407075,Grand Avenue,Joy Fielding,2001,26,24,High,0,704,Long,10.4,35.2,No
0812555031,The Horse Goddess (Celtic World of Morgan Llywelyn),Morgan Llywelyn,1998,1,27,Low,0,729,Long,0.4,36.45,No
2696705758,Probable Cause,Gary Paulsen,2017,26,8,High,455,600,Long,283.4,40.0,Yes
0345393562,Rookery Blues,Jon Hassler,1995,4,30,Low,352,121,Short,212.8,22.05,Yes
0679411240,Unto the Sons,Gay Talese,1992,6,33,Medium,0,443,Medium,2.4000000000000004,22.15,No
0671720406,ROIL OF STARS,Don Wismer,1991,2,35,Low,0,236,Medium,-0.9999999999999998,11.8,No
0505524430,Lord of the Mist,Ann Lawrence,2001,1,24,Low,245,695,Long,147.4,48.75,Yes
0060182687,Power of a Woman,Barbara Taylor Bradford,1997,24,28,High,0,829,Long,9.6,41.45,No
0810934302,Maps and Mapmakers of the Civil War,Earl B. McElfresh,1999,2,26,Low,104,330,Medium,63.2,32.5,Yes
8781092802,Jacob Marley's Christmas Carol,Barbara Parker,1958,32,67,High,315,886,Long,201.8,62.3,Yes
9985831353,Love Warps the Mind a Little,Jari Tervo,1999,18,26,Medium,711,968,Long,433.8,66.4,Yes
7135679207,Sag Luder zu mir.,Betina M. Krahn,1914,20,111,Medium,360,944,Long,224.0,65.2,Yes
6801854611,Nueve Cuentos,Jan Fries,1993,32,32,High,138,882,Long,95.6,56.1,Yes
6036886696,Horse Heaven,Nicholas Sparks,1946,27,77,High,142,381,Medium,96.0,35.05,Yes
8910190889,Malas Artes,Michael Johnston,1923,48,102,High,186,701,Long,130.8,41.05,Yes
0888012055,Summer of My Amazing Luck,Miriam Toews,1996,8,29,Medium,98,412,Medium,62.0,34.6,Yes
0380811065,Lady Sophia's Lover,Lisa Kleypas,2002,3,23,Low,0,343,Medium,1.2000000000000002,17.150000000000002,No
4972093436,Island of the Blue Dolphins,Molly Ivins,1918,49,106,High,619,265,Medium,391.0,25.25,Yes
0345405625,The Great War: Walk in Hell,Harry Turtledove,2000,4,25,Low,0,764,Long,1.6,38.2,No
0375402675,Rainbow Six,Tom Clancy,1998,25,27,High,0,352,Medium,10.0,17.6,No
0786866462,A Density of Souls,Christopher Rice,2000,7,25,Medium,0,741,Long,2.8000000000000003,37.05,No
0151731527,Possessing the Secret of Joy,Alice Walker,1992,19,33,Medium,499,841,Long,307.0,56.05,Yes
0821750410,Warrior Moon,Sara Orwig,1995,1,30,Low,0,569,Long,0.4,28.450000000000003,No
6842334616,The Brethren,Guy Gavriel Kay,1935,3,90,Low,204,384,Medium,123.6,31.200000000000003,Yes
8537092896,A Density of Souls,John Grisham,1900,41,125,High,0,377,Medium,16.400000000000002,18.85,No
1956607437,Man from the Broken Hills,George Ancona,2015,45,10,High,348,799,Long,226.8,51.95,Yes
0971400415,Love Thy Sister,Maria Grazia Swan,2001,2,24,Low,720,358,Medium,432.8,37.900000000000006,Yes
9721416156,Chasing Redbird,Douglas Coupland,1958,19,67,Medium,564,963,Long,346.0,60.150000000000006,Yes
1570429898,The First Counsel,Brad Meltzer,2001,18,23,Medium,48,756,Long,36.0,37.8,No
0345298365,Six of Swords,Carole Nelson Douglas,1982,3,43,Low,576,499,Medium,346.79999999999995,40.95,Yes
9753974804,The Ice Child,Laurens van der Post,1980,44,45,High,81,801,Long,66.2,42.05,Yes
1573221775,My Dream of You,Nuala O'Faolain,2001,5,24,Low,156,379,Medium,95.6,22.95,Yes
059048575X,101 Telephone Jokes,Katy Hall,1994,4,29,Low,430,372,Medium,259.6,32.6,Yes
